"country_code","year","country","category","indicator","value_per_100000","gender_inequality_index","legal_system_trust","political_system_trust","police_trust"
"AUT",2014,"Austria","Relationship to perpetrator is not known","Victims of sexual violence",0.0364107408833533,0.083,6,4.4,7.2
"AUT",2017,"Austria","Unlawful interference with a computer system or computer data","Offences",7.74400204490135,0.072,6,4.4,7.2
"AUT",2017,"Austria","Sexual violence: Sexual assault","Violent offences",14.4982594442272,0.072,6,4.4,7.2
"AUT",2016,"Austria","Theft: of a motorized vehicle","Offences",54.1290717807409,0.082,6,4.4,7.2
"AUT",2017,"Austria","Burglary","Offences",415.446814582602,0.072,6,4.4,7.2
"AUT",2016,"Austria","Intimate partner or family member","Victims of serious assault",0.321546683747942,0.082,6,4.4,7.2
"AUT",2006,"Austria","Robbery","Violent offences",30.5842207900341,0.119,6,4.4,7.2
"AUT",2014,"Austria","Perpetrator unknown to the victim","Victims of serious assault",5.92844210312917,0.083,6,4.4,7.2
"AUT",2006,"Austria","Sexual violence: Rape","Violent offences",4.20195378862208,0.119,6,4.4,7.2
"AUT",2006,"Austria","Sexual violence","Violent offences",10.4328509780141,0.119,6,4.4,7.2
"AUT",2012,"Austria","Theft","Offences",905.93568244023,0.098,6,4.4,7.2
"AUT",2017,"Austria","Robbery","Violent offences",15.6559607568976,0.072,6,4.4,7.2
"AUT",2017,"Austria","Acts that cause environmental pollution or degradation","Acts against the environment",0.575851430137944,0.072,6,4.4,7.2
"AUT",2014,"Austria","Theft: of a motorized vehicle","Offences",61.8245173304456,0.083,6,4.4,7.2
"AUT",2017,"Austria","Corruption","Offences",19.2490337428593,0.072,6,4.4,7.2
"AUT",2017,"Austria","Money laundering","Offences",3.7310373911016,0.072,6,4.4,7.2
"AUT",2012,"Austria","Sexual violence: Sexual assault","Violent offences",17.8348680039516,0.098,6,4.4,7.2
"AUT",2016,"Austria","Acts intended to induce fear or emotional distress: Cyber-related","Violent offences",1.81170117230256,0.082,6,4.4,7.2
"AUT",2017,"Austria","Intimate partner or family member","Victims of sexual violence",1.92833001539088,0.072,6,4.4,7.2
"AUT",2017,"Austria","Acts intended to induce fear or emotional distress: Cyber-related","Violent offences",2.15344441062274,0.072,6,4.4,7.2
"AUT",2006,"Austria","Theft","Offences",1081.36080192138,0.119,6,4.4,7.2
"AUT",2017,"Austria","Unlawful interception or access of computer data","Offences",3.65305750993684,0.072,6,4.4,7.2
"AUT",2017,"Austria","Serious assault","Violent offences",21.744389940096,0.072,6,4.4,7.2
"AUT",2017,"Austria","Acts that result in the depletion of degradation of natural resources","Acts against the environment",0.0659829763697257,0.072,6,4.4,7.2
"AUT",2012,"Austria","Serious assault","Violent offences",24.1838889825031,0.098,6,4.4,7.2
"AUT",2006,"Austria","Theft: of a motorized vehicle","Offences",53.7790057029717,0.119,6,4.4,7.2
"AUT",2017,"Austria","Relationship to perpetrator is not known","Victims of serious assault",0.0758424877381245,0.072,6,4.4,7.2
"AUT",2017,"Austria","Corruption: Bribery","Offences",0.17995357191959,0.072,6,4.4,7.2
"AUT",2016,"Austria","Acts that cause environmental pollution or degradation","Acts against the environment",0.623897092446481,0.082,6,4.4,7.2
"AUT",2013,"Austria","Perpetrator unknown to the victim","Victims of sexual violence",0.357981519351563,0.086,6,4.4,7.2
"AUT",2013,"Austria","Sexual violence","Violent offences",22.6819846955946,0.086,6,4.4,7.2
"AUT",2013,"Austria","Fraud: Cyber-related (Cy)","Offences",46.0060255717355,0.086,6,4.4,7.2
"AUT",2017,"Austria","Perpetrator unknown to the victim","Victims of serious assault",0.65832184548299,0.072,6,4.4,7.2
"AUT",2017,"Austria","Sexual Exploitation","Violent offences",5.56056537225247,0.072,6,4.4,7.2
"AUT",2017,"Austria","Sexual violence","Violent offences",25.5114180455827,0.072,6,4.4,7.2
"AUT",2006,"Austria","Kidnapping","Violent offences",0.0240111645077676,0.119,6,4.4,7.2
"AUT",2007,"Austria","Sexual violence: Rape","Violent offences",4.26180816017479,0.114,6,4.4,7.2
"AUT",2007,"Austria","Sexual violence","Violent offences",10.7625662411146,0.114,6,4.4,7.2
"AUT",2012,"Austria","Kidnapping","Violent offences",0.0660106150884384,0.098,6,4.4,7.2
"AUT",2007,"Austria","Theft: of a motorized vehicle","Offences",46.8318693882947,0.114,6,4.4,7.2
"AUT",2012,"Austria","Burglary","Offences",416.016899184115,0.098,6,4.4,7.2
"AUT",2012,"Austria","Sexual violence","Violent offences",23.1337201061069,0.098,6,4.4,7.2
"AUT",2006,"Austria","Serious assault","Violent offences",21.4719838598286,0.119,6,4.4,7.2
"AUT",2006,"Austria","Burglary","Offences",636.487948735651,0.119,6,4.4,7.2
"AUT",2011,"Austria","Burglary","Offences",393.137558144487,0.103,6,4.4,7.2
"AUT",2011,"Austria","Theft","Offences",897.88854222976,0.103,6,4.4,7.2
"AUT",2019,"Austria","Sexual violence: Other acts of sexual violence","Violent offences",2.83678773607825,0.054,6,4.4,7.2
"AUT",2019,"Austria","Unlawful interference with a computer system or computer data","Offences",3.35856476153415,0.054,6,4.4,7.2
"AUT",2013,"Austria","Intimate partner or family member","Victims of sexual violence",1.77172338819816,0.086,6,4.4,7.2
"AUT",2013,"Austria","Theft","Offences",924.09285901966,0.086,6,4.4,7.2
"AUT",2013,"Austria","Money laundering","Offences",2.01617641738882,0.086,6,4.4,7.2
"AUT",2007,"Austria","Serious assault","Violent offences",23.2778761199152,0.114,6,4.4,7.2
"AUT",2017,"Austria","Other Perpetrator known to the victim","Victims of serious assault",0.612829979364747,0.072,6,4.4,7.2
"AUT",2017,"Austria","Corruption: Other acts of corruption","Offences",19.0690801709041,0.072,6,4.4,7.2
"AUT",2013,"Austria","Other Perpetrator known to the victim","Victims of serious assault",2.8689549878612,0.086,6,4.4,7.2
"AUT",2020,"Austria","Relationship to perpetrator is not known","Victims of sexual violence",0.300040360247716,0.052,6,4.4,7.2
"AUT",2020,"Austria","Theft: of a motorized vehicle","Offences",18.6328650322996,0.052,6,4.4,7.2
"AUT",2012,"Austria","Sexual violence: Rape","Violent offences",5.29885210209596,0.098,6,4.4,7.2
"AUT",2012,"Austria","Robbery","Violent offences",24.555948812994,0.098,6,4.4,7.2
"AUT",2013,"Austria","Perpetrator unknown to the victim","Victims of serious assault",5.21015594927385,0.086,6,4.4,7.2
"AUT",2013,"Austria","Relationship to perpetrator is not known","Victims of sexual violence",0.0788706260243932,0.086,6,4.4,7.2
"AUT",2019,"Austria","Acts intended to induce fear or emotional distress: Cyber-related","Violent offences",1.97915423447664,0.054,6,4.4,7.2
"AUT",2011,"Austria","Sexual violence","Violent offences",22.6191527240658,0.103,6,4.4,7.2
"AUT",2011,"Austria","Sexual violence: Rape","Violent offences",5.85133295462593,0.103,6,4.4,7.2
"AUT",2017,"Austria","Perpetrator unknown to the victim","Victims of sexual violence",2.95918049489021,0.072,6,4.4,7.2
"AUT",2020,"Austria","Theft","Offences",508.154871466648,0.052,6,4.4,7.2
"AUT",2020,"Austria","Corruption: Other acts of corruption","Offences",17.0436441653971,0.052,6,4.4,7.2
"AUT",2020,"Austria","Smuggling of migrants","Offences",10.6207930389843,0.052,6,4.4,7.2
"AUT",2020,"Austria","Money laundering","Offences",3.1604505542414,0.052,6,4.4,7.2
"AUT",2020,"Austria","Sexual violence","Violent offences",24.8338249432888,0.052,6,4.4,7.2
"AUT",2004,"Austria","Theft: of a motorized vehicle","Offences",48.9636343133107,0.126,6,4.4,7.2
"AUT",2004,"Austria","Robbery","Violent offences",28.8042566742954,0.126,6,4.4,7.2
"AUT",2013,"Austria","Other Perpetrator known to the victim","Victims of sexual violence",3.05511369159528,0.086,6,4.4,7.2
"AUT",2013,"Austria","Relationship to perpetrator is not known","Victims of serious assault",0.412920573930625,0.086,6,4.4,7.2
"AUT",2013,"Austria","Burglary","Offences",532.264573663246,0.086,6,4.4,7.2
"AUT",2016,"Austria","Sexual violence: Sexual assault","Violent offences",16.9232086326664,0.082,6,4.4,7.2
"AUT",2016,"Austria","Total","Victims of sexual exploitation",0.046482912377961,0.082,6,4.4,7.2
"AUT",2020,"Austria","Relationship to perpetrator is not known","Victims of serious assault",0.257722390949172,0.052,6,4.4,7.2
"AUT",2013,"Austria","Theft: of a motorized vehicle","Offences",68.8740265440378,0.086,6,4.4,7.2
"AUT",2013,"Austria","Sexual violence: Other acts of sexual violence","Violent offences",1.99217431717899,0.086,6,4.4,7.2
"AUT",2013,"Austria","Corruption: Bribery","Offences",0.13201155113926,0.086,6,4.4,7.2
"AUT",2005,"Austria","Kidnapping","Violent offences",0.0300153298799489,0.121,6,4.4,7.2
"AUT",2011,"Austria","Theft: of a motorized vehicle","Offences",26.1899661681727,0.103,6,4.4,7.2
"AUT",2011,"Austria","Serious assault","Violent offences",23.3873277170759,0.103,6,4.4,7.2
"AUT",2017,"Austria","Fraud: Cyber-related (Cy)","Offences",6.33436573152925,0.072,6,4.4,7.2
"AUT",2013,"Austria","Fraud","Offences",208.344230321835,0.086,6,4.4,7.2
"AUT",2015,"Austria","Theft","Offences",841.460433801175,0.084,6,4.4,7.2
"AUT",2015,"Austria","Other Perpetrator known to the victim","Victims of serious assault",2.79510911142728,0.084,6,4.4,7.2
"AUT",2015,"Austria","Robbery","Violent offences",20.4944517937208,0.084,6,4.4,7.2
"AUT",2015,"Austria","Smuggling of migrants","Offences",58.5495770066658,0.084,6,4.4,7.2
"AUT",2016,"Austria","Relationship to perpetrator is not known","Victims of sexual violence",0.239586901424331,0.082,6,4.4,7.2
"AUT",2015,"Austria","Sexual violence: Sexual assault","Violent offences",12.0530894770232,0.084,6,4.4,7.2
"AUT",2017,"Austria","Acts intended to induce fear or emotional distress","Violent offences",13.7664482517241,0.072,6,4.4,7.2
"AUT",2018,"Austria","Burglary","Offences",351.699552275916,0.061,6,4.4,7.2
"AUT",2018,"Austria","Perpetrator unknown to the victim","Victims of sexual violence",4.10475366104483,0.061,6,4.4,7.2
"AUT",2018,"Austria","Sexual violence","Violent offences",26.5407595685452,0.061,6,4.4,7.2
"AUT",2018,"Austria","Relationship to perpetrator is not known","Victims of sexual violence",0.187960055247983,0.061,6,4.4,7.2
"AUT",2020,"Austria","Sexual violence: Sexual assault","Violent offences",12.8037228335712,0.052,6,4.4,7.2
"AUT",2020,"Austria","Sexual violence: Rape","Violent offences",10.0990488298861,0.052,6,4.4,7.2
"AUT",2020,"Austria","Sexual violence: Other acts of sexual violence","Violent offences",1.93105327981963,0.052,6,4.4,7.2
"AUT",2020,"Austria","Fraud: Cyber-related (Cy)","Offences",63.5868258572281,0.052,6,4.4,7.2
"AUT",2020,"Austria","Other Perpetrator known to the victim","Victims of serious assault",3.34435043561434,0.052,6,4.4,7.2
"AUT",2020,"Austria","Intimate partner or family member","Victims of serious assault",1.1670056972807,0.052,6,4.4,7.2
"AUT",2015,"Austria","Corruption","Offences",16.0607867247426,0.084,6,4.4,7.2
"AUT",2020,"Austria","Perpetrator unknown to the victim","Victims of serious assault",8.75977413523633,0.052,6,4.4,7.2
"AUT",2020,"Austria","Burglary","Offences",290.479589175718,0.052,6,4.4,7.2
"AUT",2020,"Austria","Serious assault","Violent offences",21.2835654971636,0.052,6,4.4,7.2
"AUT",2020,"Austria","Kidnapping","Violent offences",0.0179911796228489,0.052,6,4.4,7.2
"AUT",2004,"Austria","Sexual violence","Violent offences",12.0307899907011,0.126,6,4.4,7.2
"AUT",2004,"Austria","Sexual violence: Rape","Violent offences",4.12432770638189,0.126,6,4.4,7.2
"AUT",2020,"Austria","Corruption","Offences",17.2655353807614,0.052,6,4.4,7.2
"AUT",2020,"Austria","Perpetrator unknown to the victim","Victims of sexual violence",3.0611091915193,0.052,6,4.4,7.2
"AUT",2020,"Austria","Intimate partner or family member","Victims of sexual violence",3.01561390640571,0.052,6,4.4,7.2
"AUT",2020,"Austria","Fraud","Offences",326.300027810824,0.052,6,4.4,7.2
"AUT",2020,"Austria","Corruption: Bribery","Offences",0.22189121538208,0.052,6,4.4,7.2
"AUT",2020,"Austria","Sexual Exploitation","Violent offences",11.4963637808154,0.052,6,4.4,7.2
"AUT",2020,"Austria","Other Perpetrator known to the victim","Victims of sexual violence",5.92228437113693,0.052,6,4.4,7.2
"AUT",2005,"Austria","Burglary","Offences",693.510199921922,0.121,6,4.4,7.2
"AUT",2005,"Austria","Theft: of a motorized vehicle","Offences",66.5679986058111,0.121,6,4.4,7.2
"AUT",2005,"Austria","Sexual violence: Rape","Violent offences",4.07007873159058,0.121,6,4.4,7.2
"AUT",2005,"Austria","Robbery","Violent offences",28.6346247045222,0.121,6,4.4,7.2
"AUT",2010,"Austria","Theft: of a motorized vehicle","Offences",26.4196177183345,0.111,6,4.4,7.2
"AUT",2015,"Austria","Corruption: Bribery","Offences",0.0839936548923955,0.084,6,4.4,7.2
"AUT",2015,"Austria","Sexual violence","Violent offences",20.8724232407247,0.084,6,4.4,7.2
"AUT",2015,"Austria","Fraud: Cyber-related (Cy)","Offences",44.8346130721255,0.084,6,4.4,7.2
"AUT",2015,"Austria","Intimate partner or family member","Victims of sexual violence",1.83186618061336,0.084,6,4.4,7.2
"AUT",2019,"Austria","Burglary","Offences",325.804771616601,0.054,6,4.4,7.2
"AUT",2018,"Austria","Money laundering","Offences",3.99460923675957,0.061,6,4.4,7.2
"AUT",2018,"Austria","Acts that cause environmental pollution or degradation","Acts against the environment",0.875695117966318,0.061,6,4.4,7.2
"AUT",2018,"Austria","Sexual violence: Rape","Violent offences",9.99252100364045,0.061,6,4.4,7.2
"AUT",2019,"Austria","Acts involving the movement of dumping of waste","Acts against the environment",0.119948741481456,0.054,6,4.4,7.2
"AUT",2019,"Austria","Fraud","Offences",297.634809679512,0.054,6,4.4,7.2
"AUT",2015,"Austria","Burglary","Offences",474.876126573563,0.084,6,4.4,7.2
"AUT",2015,"Austria","Perpetrator unknown to the victim","Victims of sexual violence",0.533770899968932,0.084,6,4.4,7.2
"AUT",2015,"Austria","Other Perpetrator known to the victim","Victims of sexual violence",2.73575909946998,0.084,6,4.4,7.2
"AUT",2007,"Austria","Kidnapping","Violent offences",0.0300127335248638,0.114,6,4.4,7.2
"AUT",2007,"Austria","Robbery","Violent offences",30.1928099234626,0.114,6,4.4,7.2
"AUT",2007,"Austria","Burglary","Offences",629.427047431011,0.114,6,4.4,7.2
"AUT",2007,"Austria","Theft","Offences",1046.64005867266,0.114,6,4.4,7.2
"AUT",2008,"Austria","Theft: of a motorized vehicle","Offences",54.3148940657232,0.121,6,4.4,7.2
"AUT",2008,"Austria","Burglary","Offences",626.0168186004,0.121,6,4.4,7.2
"AUT",2008,"Austria","Serious assault","Violent offences",23.6791089722397,0.121,6,4.4,7.2
"AUT",2008,"Austria","Sexual violence","Violent offences",17.6107745816099,0.121,6,4.4,7.2
"AUT",2008,"Austria","Theft","Offences",990.134888963701,0.121,6,4.4,7.2
"AUT",2008,"Austria","Sexual violence: Rape","Violent offences",4.15960013124569,0.121,6,4.4,7.2
"AUT",2008,"Austria","Kidnapping","Violent offences",0.0660253989061198,0.121,6,4.4,7.2
"AUT",2016,"Austria","Serious assault","Violent offences",22.7542468428495,0.082,6,4.4,7.2
"AUT",2016,"Austria","Smuggling of migrants","Offences",19.8147316957397,0.082,6,4.4,7.2
"AUT",2016,"Austria","Theft","Offences",861.043976695823,0.082,6,4.4,7.2
"AUT",2016,"Austria","Robbery","Violent offences",18.6149295948833,0.082,6,4.4,7.2
"AUT",2004,"Austria","Serious assault","Violent offences",21.5161433765469,0.126,6,4.4,7.2
"AUT",2004,"Austria","Theft","Offences",1150.62739619769,0.126,6,4.4,7.2
"AUT",2014,"Austria","Sexual violence","Violent offences",21.3841789369052,0.083,6,4.4,7.2
"AUT",2004,"Austria","Kidnapping","Violent offences",0.0180101646549801,0.126,6,4.4,7.2
"AUT",2004,"Austria","Burglary","Offences",824.08510080853,0.126,6,4.4,7.2
"AUT",2005,"Austria","Sexual violence","Violent offences",10.0491324434985,0.121,6,4.4,7.2
"AUT",2005,"Austria","Serious assault","Violent offences",21.6770712385695,0.121,6,4.4,7.2
"AUT",2016,"Austria","Sexual Exploitation","Violent offences",5.00917377110486,0.082,6,4.4,7.2
"AUT",2016,"Austria","Fraud: Cyber-related (Cy)","Offences",58.022429597493,0.082,6,4.4,7.2
"AUT",2016,"Austria","Corruption: Bribery","Offences",0.119980210085634,0.082,6,4.4,7.2
"AUT",2016,"Austria","Relationship to perpetrator is not known","Victims of serious assault",0.118342416320492,0.082,6,4.4,7.2
"AUT",2005,"Austria","Theft","Offences",1062.69275436356,0.121,6,4.4,7.2
"AUT",2016,"Austria","Burglary","Offences",482.93834262931,0.082,6,4.4,7.2
"AUT",2016,"Austria","Corruption","Offences",18.9028820991031,0.082,6,4.4,7.2
"AUT",2016,"Austria","Perpetrator unknown to the victim","Victims of serious assault",1.38373432342336,0.082,6,4.4,7.2
"AUT",2016,"Austria","Unlawful interception or access of computer data","Offences",4.4752618362226,0.082,6,4.4,7.2
"AUT",2018,"Austria","Trade or possession of protected or prohibited species of faune and flora","Acts against the environment",0.0059979117652676,0.061,6,4.4,7.2
"AUT",2014,"Austria","Other Perpetrator known to the victim","Victims of serious assault",2.9504876922763,0.083,6,4.4,7.2
"AUT",2014,"Austria","Smuggling of migrants","Offences",31.6142645394283,0.083,6,4.4,7.2
"AUT",2014,"Austria","Corruption: Other acts of corruption","Offences",18.354153582489,0.083,6,4.4,7.2
"AUT",2018,"Austria","Serious assault","Violent offences",22.2582505669935,0.061,6,4.4,7.2
"AUT",2018,"Austria","Intimate partner or family member","Victims of sexual violence",2.24030257243454,0.061,6,4.4,7.2
"AUT",2019,"Austria","Corruption: Bribery","Offences",0.227902608816546,0.054,6,4.4,7.2
"AUT",2019,"Austria","Other Perpetrator known to the victim","Victims of serious assault",3.9210104488783,0.054,6,4.4,7.2
"AUT",2019,"Austria","Unlawful interception or access of computer data","Offences",5.90747551806402,0.054,6,4.4,7.2
"AUT",2019,"Austria","Total","Victims of sexual exploitation",0.121430507789095,0.054,6,4.4,7.2
"AUT",2014,"Austria","Sexual violence: Sexual assault","Violent offences",12.7141063881326,0.083,6,4.4,7.2
"AUT",2014,"Austria","Sexual violence: Other acts of sexual violence","Violent offences",1.68601410809928,0.083,6,4.4,7.2
"AUT",2014,"Austria","Intimate partner or family member","Victims of sexual violence",1.81089763786225,0.083,6,4.4,7.2
"AUT",2014,"Austria","Fraud","Offences",177.967489182373,0.083,6,4.4,7.2
"AUT",2018,"Austria","Smuggling of migrants","Offences",5.1462082960053,0.061,6,4.4,7.2
"AUT",2014,"Austria","Theft","Offences",889.585443804151,0.083,6,4.4,7.2
"AUT",2015,"Austria","Serious assault","Violent offences",20.7644313987405,0.084,6,4.4,7.2
"AUT",2014,"Austria","Robbery","Violent offences",20.8861747697002,0.083,6,4.4,7.2
"AUT",2014,"Austria","Other Perpetrator known to the victim","Victims of sexual violence",2.96367263781183,0.083,6,4.4,7.2
"AUT",2014,"Austria","Perpetrator unknown to the victim","Victims of sexual violence",0.500475359451748,0.083,6,4.4,7.2
"AUT",2014,"Austria","Corruption: Bribery","Offences",0.396003313645293,0.083,6,4.4,7.2
"AUT",2014,"Austria","Burglary","Offences",512.926292025104,0.083,6,4.4,7.2
"AUT",2014,"Austria","Money laundering","Offences",2.5560213880774,0.083,6,4.4,7.2
"AUT",2014,"Austria","Relationship to perpetrator is not known","Victims of serious assault",0.3673256052201,0.083,6,4.4,7.2
"AUT",2014,"Austria","Kidnapping","Violent offences",0.00600005020764554,0.083,6,4.4,7.2
"AUT",2014,"Austria","Fraud: Cyber-related (Cy)","Offences",39.8103331218266,0.083,6,4.4,7.2
"AUT",2014,"Austria","Corruption","Offences",18.7501568961343,0.083,6,4.4,7.2
"AUT",2019,"Austria","Unlawful access to a computer system","Offences",4.45009830903141,0.054,6,4.4,7.2
"AUT",2016,"Austria","Other Perpetrator known to the victim","Victims of sexual violence",3.95751574587683,0.082,6,4.4,7.2
"AUT",2016,"Austria","Money laundering","Offences",3.37144390342766,0.082,6,4.4,7.2
"AUT",2015,"Austria","Intimate partner or family member","Victims of serious assault",1.02540048546315,0.084,6,4.4,7.2
"AUT",2013,"Austria","Sexual violence: Sexual assault","Violent offences",12.9191304364382,0.086,6,4.4,7.2
"AUT",2017,"Austria","Unlawful access to a computer system","Offences",2.51935000685647,0.072,6,4.4,7.2
"AUT",2017,"Austria","Other Perpetrator known to the victim","Victims of sexual violence",4.15990831634636,0.072,6,4.4,7.2
"AUT",2017,"Austria","Acts involving the movement of dumping of waste","Acts against the environment",0.161958214724073,0.072,6,4.4,7.2
"AUT",2017,"Austria","Sexual violence: Rape","Violent offences",8.94969097671635,0.072,6,4.4,7.2
"AUT",2017,"Austria","Total","Victims of sexual exploitation",0.0899588662149817,0.072,6,4.4,7.2
"AUT",2017,"Austria","Intimate partner or family member","Victims of serious assault",0.263870829956995,0.072,6,4.4,7.2
"AUT",2017,"Austria","Theft","Offences",790.098154410841,0.072,6,4.4,7.2
"AUT",2013,"Austria","Intimate partner or family member","Victims of serious assault",1.04085541297434,0.086,6,4.4,7.2
"AUT",2015,"Austria","Kidnapping","Violent offences",0.0179986403366267,0.084,6,4.4,7.2
"AUT",2016,"Austria","Acts involving the movement of dumping of waste","Acts against the environment",0.161973283619164,0.082,6,4.4,7.2
"AUT",2016,"Austria","Sexual violence: Rape","Violent offences",7.38478193078735,0.082,6,4.4,7.2
"AUT",2016,"Austria","Other Perpetrator known to the victim","Victims of serious assault",0.964921359118296,0.082,6,4.4,7.2
"AUT",2016,"Austria","Perpetrator unknown to the victim","Victims of sexual violence",2.62002734042065,0.082,6,4.4,7.2
"AUT",2016,"Austria","Corruption: Other acts of corruption","Offences",18.7829018890412,0.082,6,4.4,7.2
"AUT",2018,"Austria","Sexual violence: Other acts of sexual violence","Violent offences",2.00930044191032,0.061,6,4.4,7.2
"AUT",2019,"Austria","Smuggling of migrants","Offences",5.70956009460745,0.054,6,4.4,7.2
"AUT",2019,"Austria","Acts intended to induce fear or emotional distress","Violent offences",12.3307306245048,0.054,6,4.4,7.2
"AUT",2008,"Austria","Robbery","Violent offences",28.7270508342773,0.121,6,4.4,7.2
"AUT",2015,"Austria","Relationship to perpetrator is not known","Victims of sexual violence",0.0424642118419818,0.084,6,4.4,7.2
"AUT",2015,"Austria","Fraud","Offences",174.568812600156,0.084,6,4.4,7.2
"AUT",2015,"Austria","Sexual violence: Other acts of sexual violence","Violent offences",2.03984590452706,0.084,6,4.4,7.2
"AUT",2009,"Austria","Sexual violence","Violent offences",15.4132505214418,0.113,6,4.4,7.2
"AUT",2019,"Austria","Perpetrator unknown to the victim","Victims of serious assault",8.92185785902381,0.054,6,4.4,7.2
"AUT",2018,"Austria","Fraud: Cyber-related (Cy)","Offences",8.51703470899317,0.061,6,4.4,7.2
"AUT",2016,"Austria","Unlawful access to a computer system","Offences",3.07149337821357,0.082,6,4.4,7.2
"AUT",2016,"Austria","Acts that result in the depletion of degradation of natural resources","Acts against the environment",0.0659891155459122,0.082,6,4.4,7.2
"AUT",2015,"Austria","Relationship to perpetrator is not known","Victims of serious assault",0.291364413986326,0.084,6,4.4,7.2
"AUT",2019,"Austria","Relationship to perpetrator is not known","Victims of serious assault",0.315389081542317,0.054,6,4.4,7.2
"AUT",2015,"Austria","Sexual Exploitation","Violent offences",3.95970087348848,0.084,6,4.4,7.2
"AUT",2015,"Austria","Corruption: Other acts of corruption","Offences",15.9767930698265,0.084,6,4.4,7.2
"AUT",2015,"Austria","Money laundering","Offences",2.74179287755467,0.084,6,4.4,7.2
"AUT",2009,"Austria","Burglary","Offences",644.66160387953,0.113,6,4.4,7.2
"AUT",2009,"Austria","Robbery","Violent offences",27.4713581140241,0.113,6,4.4,7.2
"AUT",2009,"Austria","Theft","Offences",968.693985462143,0.113,6,4.4,7.2
"AUT",2018,"Austria","Unlawful access to a computer system","Offences",2.75304150101109,0.061,6,4.4,7.2
"AUT",2018,"Austria","Acts that result in the depletion of degradation of natural resources","Acts against the environment",0.0599791176704696,0.061,6,4.4,7.2
"AUT",2018,"Austria","Total","Victims of sexual exploitation",0.0944499661409781,0.061,6,4.4,7.2
"AUT",2018,"Austria","Theft: of a motorized vehicle","Offences",25.5331103916956,0.061,6,4.4,7.2
"AUT",2018,"Austria","Perpetrator unknown to the victim","Victims of serious assault",8.73232013273502,0.061,6,4.4,7.2
"AUT",2018,"Austria","Corruption: Bribery","Offences",0.143949882407941,0.061,6,4.4,7.2
"AUT",2015,"Austria","Theft: of a motorized vehicle","Offences",58.453584258275,0.084,6,4.4,7.2
"AUT",2018,"Austria","Unlawful interception or access of computer data","Offences",3.9586217661561,0.061,6,4.4,7.2
"AUT",2018,"Austria","Corruption: Other acts of corruption","Offences",18.5275494479769,0.061,6,4.4,7.2
"AUT",2018,"Austria","Corruption","Offences",18.671499330367,0.061,6,4.4,7.2
"AUT",2015,"Austria","Perpetrator unknown to the victim","Victims of serious assault",6.00033197765276,0.084,6,4.4,7.2
"AUT",2015,"Austria","Sexual violence: Rape","Violent offences",6.7794878591804,0.084,6,4.4,7.2
"AUT",2018,"Austria","Other Perpetrator known to the victim","Victims of sexual violence",5.12020606478702,0.061,6,4.4,7.2
"AUT",2019,"Austria","Acts that cause environmental pollution or degradation","Acts against the environment",0.713695011827415,0.054,6,4.4,7.2
"AUT",2019,"Austria","Sexual violence","Violent offences",27.0424437673777,0.054,6,4.4,7.2
"AUT",2019,"Austria","Money laundering","Offences",2.57889794188985,0.054,6,4.4,7.2
